case_id,category,method,should_reject,rejected,schema_valid,semantic_consistent,compile_success,backtest_success,risk_violation,repair_triggered,repair_success,safe_rejection_correct,end_to_end_success,errors
qsi_036,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-0cc48e1f-1304-921b-8307-bff0d4fea3b4', 'request_id': '0cc48e1f-1304-921b-8307-bff0d4fea3b4'}"
qsi_036,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-1582ce71-ac63-9138-ae80-d69779f1f18b', 'request_id': '1582ce71-ac63-9138-ae80-d69779f1f18b'}"
qsi_037,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-b35b4772-8c06-9e23-88b9-d1762e6c0d0e', 'request_id': 'b35b4772-8c06-9e23-88b9-d1762e6c0d0e'}"
qsi_037,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-48b41e53-cb4c-959e-bff4-0c417ed13e94', 'request_id': '48b41e53-cb4c-959e-bff4-0c417ed13e94'}"
qsi_038,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f35b44dd-ea85-94ec-892e-c6a53bb46f67', 'request_id': 'f35b44dd-ea85-94ec-892e-c6a53bb46f67'}"
qsi_038,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-68ff9e1c-e7fa-9598-8d13-e7112fa002d3', 'request_id': '68ff9e1c-e7fa-9598-8d13-e7112fa002d3'}"
qsi_039,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-a5b16e4f-60df-9677-b7ab-637dfe9f166c', 'request_id': 'a5b16e4f-60df-9677-b7ab-637dfe9f166c'}"
qsi_039,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f6dd591c-bc73-9adb-97c8-db5ac56c9e48', 'request_id': 'f6dd591c-bc73-9adb-97c8-db5ac56c9e48'}"
qsi_040,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-42291597-ed4e-9f67-8d5f-82c3ad6c3722', 'request_id': '42291597-ed4e-9f67-8d5f-82c3ad6c3722'}"
qsi_040,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9840f097-e6c3-9695-a4ba-6bc0c33c9469', 'request_id': '9840f097-e6c3-9695-a4ba-6bc0c33c9469'}"
